date,GMSL variation with respect to 20 year TOPEX/Jason Collinear mean reference,standard deviation of GSML,8 smoothed ,GMSL variation,standard deviation,smoothed 60 day,60 smoothed 
2006.233223,-2.7,89.19,-2.96,0.97,88.56,0.71,2.85
2006.260389,-2.49,86.41,-3.32,1.19,85.87,0.36,2.74
2006.287555,-3.51,87,-3.62,0.18,86.36,0.07,2.75
2006.314722,-4.98,86.64,-3.77,-1.27,86.09,-0.08,2.94
2006.341888,-5.34,84.69,-3.73,-1.65,84.27,-0.03,3.35
2006.369054,-3.02,83.91,-3.5,0.65,83.63,0.2,3.91
2006.39622,-1.47,83.9,-3.16,2.26,83.81,0.54,4.51
2006.423386,-3.99,83.79,-2.74,-0.31,83.57,0.95,5.06
2006.450552,-3.37,83.98,-2.19,0.33,83.83,1.51,5.6
2006.477718,-2.33,82.24,-1.45,1.38,82.32,2.25,6.12
2006.504885,0.2,81.95,-0.62,3.89,82.21,3.07,6.51
2006.532051,1.71,82.59,0.11,5.39,82.82,3.8,6.58
2006.559217,0.9,81.89,0.69,4.57,82.31,4.38,6.31
2006.586383,1.27,83.3,1.26,4.96,83.73,4.95,5.86
2006.613549,-0.92,86.05,2.09,2.76,86.41,5.78,5.57
2006.640715,1.77,86.17,3.33,5.47,86.75,7.03,5.65
2006.667882,5.4,89.09,4.83,9.13,89.9,8.54,6.03
2006.695048,8.17,88.49,6.24,11.88,89.37,9.95,6.42
2006.722214,10.45,89.18,7.25,14.16,90.14,10.97,6.59
2006.74938,6.71,89.11,7.85,10.46,90.08,11.57,6.57
2006.776546,6.72,90.04,8.17,10.44,91.02,11.89,6.53
2006.803712,9.74,89.15,8.31,13.49,90.12,12.03,6.59
2006.830878,9.68,90.2,8.17,13.29,91.15,11.9,6.65
2006.885211,8.47,89.49,6.68,12.3,90.04,10.45,6.25
2006.912377,3.5,87.61,5.7,7.28,88.01,9.49,6.05
2006.939543,6.56,87.89,4.78,10.31,88.34,8.59,5.98
2006.966709,3.55,86.47,3.89,7.41,86.75,7.71,5.94
2006.993875,3.16,83.7,2.98,7.01,83.95,6.81,5.84
2007.021042,2.01,82.69,2.13,5.87,82.73,5.98,5.72
2007.048208,0.77,83.7,1.28,4.61,83.54,5.13,5.47
2007.075374,-0.04,86.03,0.71,3.83,85.94,4.57,5.38
2007.10254,-0.93,86.89,0.43,2.92,86.55,4.31,5.48
2007.129706,-0.52,85.82,0.39,3.38,85.37,4.27,5.7
2007.156872,3.13,88.15,0.41,7.04,87.81,4.31,5.94
2007.184038,-0.1,90.13,0.38,3.77,89.78,4.29,6.09
2007.211205,0.02,89.94,0.3,3.93,89.54,4.22,6.19
2007.238371,-1.46,88.28,0.2,2.51,87.86,4.13,6.31
2007.265537,1.67,89.12,0.03,5.63,88.86,3.98,6.42
2007.292703,1.24,86.51,-0.31,5.21,86.11,3.65,6.39
2007.319869,0.25,84.98,-0.84,4.21,84.57,3.12,6.21
2007.347035,-4.66,85.19,-1.41,-0.69,84.74,2.55,5.99
2007.374202,-1.6,85.22,-1.84,2.35,85.03,2.12,5.88
2007.401368,-1.82,83.35,-2.05,2.13,83.26,1.92,5.93
2007.428534,-2.38,83.07,-2.08,1.58,82.89,1.89,6.01
2007.4557,-2.79,81.96,-1.99,1.18,81.78,1.98,6.05
2007.482866,-1.26,83.99,-1.84,2.73,84.06,2.13,5.94
2007.510032,-1.35,84.66,-1.62,2.61,84.79,2.36,5.69
2007.537198,-1.68,82.16,-1.24,2.3,82.45,2.75,5.39
2007.564365,-2.92,81.21,-0.6,1.08,81.44,3.39,5.14
2007.591531,-1.06,83.11,0.27,2.93,83.42,4.26,4.96
2007.618697,5.01,82.8,1.21,8.99,83.31,5.21,4.78
2007.645863,2.07,82.64,2.07,6.09,83.32,6.07,4.47
2007.673029,1.37,84.63,2.86,5.37,85.37,6.87,4.15
2007.700195,2.26,86.17,3.67,6.27,86.95,7.69,3.98
2007.727361,6.47,88.2,4.55,10.5,89.11,8.57,4.05
2007.754528,5.67,88.27,5.42,9.7,89.33,9.45,4.36
2007.781694,5.3,88.25,6.23,9.33,89.15,10.27,4.87
2007.80886,7.91,87.3,6.97,11.94,88.26,11.01,5.59
2007.836026,6.89,85.89,7.59,10.94,86.62,11.64,6.45
2007.863192,8.73,85.74,7.91,12.78,86.27,11.97,7.25
2007.890358,10.86,85.08,7.69,14.95,85.73,11.76,7.69
2007.917525,8.88,83.8,6.81,12.96,84.41,10.89,7.6
2007.944691,6.42,82.56,5.41,10.51,83,9.5,7.05
2007.971857,0.64,81.73,3.92,4.75,81.86,8.01,6.4
2007.999023,0.89,85.62,2.69,4.95,85.5,6.78,5.95
2008.026118,1.81,85.64,1.82,5.95,85.49,5.92,5.78
2008.05321,2.87,85.54,1.19,6.97,85.5,5.29,5.72
2008.080301,0.92,86.08,0.66,5,85.94,4.76,5.64
2008.107393,-2.72,89.45,0.24,1.38,89.07,4.35,5.57
2008.134485,1.06,90.89,0.01,5.18,90.45,4.12,5.59
2008.161577,-1.35,90.98,-0.05,2.77,90.36,4.07,5.73
2008.188669,0.88,91.37,-0.11,5,90.75,4.03,5.85
2008.215761,1.55,89.92,-0.34,5.69,89.37,3.82,5.82
2008.242853,-1.12,90.21,-0.79,3.07,89.56,3.39,5.61
2008.269945,-1.41,89.57,-1.33,2.8,88.91,2.87,5.35
2008.297037,-2.02,89.42,-1.69,2.21,88.97,2.53,5.33
2008.324129,-4.59,88.73,-1.57,-0.32,88.28,2.66,5.8
2008.351221,-3.6,87.57,-0.86,0.63,87.22,3.37,6.86
2008.378313,1.52,85.02,0.25,5.76,85.02,4.49,8.3
2008.405405,3.71,85.59,1.4,7.96,85.6,5.64,9.67
2008.432497,2.76,85.19,2.29,7,85.17,6.53,10.65
2008.459588,3.01,82.61,2.84,7.23,82.68,7.08,11.12
2008.48668,3.49,83.2,3.15,7.72,83.59,7.38,11.13
2008.513772,3.2,82.82,3.38,7.46,83.3,7.62,10.87
2008.540864,2.93,83.78,3.68,7.13,84.42,7.93,10.46
2008.567956,4,85.75,4.15,8.26,86.43,8.41,10.03
2008.595048,3.72,85.31,4.82,8.01,85.83,9.08,9.64
2008.62214,6.02,85.67,5.65,10.27,86.4,9.92,9.34
2008.649232,6.39,86.3,6.57,10.69,87.16,10.85,9.11
2008.676324,8.2,87.03,7.51,12.5,88.09,11.8,8.96
2008.703416,7.73,88.21,8.43,12,89.37,12.72,8.9
2008.730508,9.61,87.92,9.3,13.9,89.09,13.59,8.99
2008.7576,10.28,85.64,10.04,14.59,86.77,14.34,9.2
2008.784692,11.72,87.24,10.58,16.03,88.4,14.88,9.47
2008.811784,12.05,87.22,10.84,16.35,88.43,15.15,9.74
2008.838875,10.27,85.73,10.87,14.58,86.71,15.2,10.05
2008.865967,10.84,86.53,10.73,15.18,87.52,15.07,10.41
2008.893059,9.39,87.23,10.38,13.76,88.16,14.74,10.75
2008.920151,14.05,86.85,9.72,18.45,87.59,14.09,10.88
2008.947243,9.27,85.95,8.73,13.64,86.58,13.1,10.73
2008.974335,4.91,84.04,7.58,9.25,84.26,11.96,10.42
2009.001431,6.14,86.26,6.51,10.53,86.23,10.88,10.12
2009.028597,5.55,86.06,5.63,9.97,85.99,10.01,9.93
2009.055763,5.6,85.2,4.97,9.91,85.26,9.36,9.84
2009.082929,3.56,84.99,4.53,7.94,84.84,8.93,9.85
2009.110096,2.53,85.93,4.35,6.99,85.64,8.76,10.01
2009.137262,4.54,86.06,4.44,8.98,85.76,8.87,10.36
2009.164428,4.86,86.63,4.69,9.3,86.41,9.14,10.81
2009.191594,5.14,86.57,4.95,9.62,86.36,9.41,11.25
2009.21876,6.22,85.9,5.06,10.7,85.63,9.53,11.55
2009.245926,5.19,86.27,4.97,9.67,85.86,9.45,11.7
2009.273092,4.89,86.66,4.72,9.38,86.3,9.2,11.72
2009.300259,4.08,85.42,4.39,8.58,85.18,8.88,11.72
2009.327425,3.64,84.39,4.05,8.14,84.13,8.55,11.74
2009.354591,4.48,85.1,3.74,8.95,85.18,8.25,11.79
2009.381757,3.27,83.55,3.53,7.8,83.65,8.04,11.88
2009.408923,1.81,82.3,3.44,6.35,82.39,7.96,12.01
2009.436089,3.54,82.23,3.52,8.05,82.6,8.04,12.16
2009.463256,4.92,80.5,3.77,9.45,80.86,8.3,12.32
2009.490422,3.27,78.71,4.25,7.82,79.24,8.79,12.49
2009.517588,2.22,79.88,5.07,6.75,80.46,9.61,12.77
2009.544754,5.42,80.54,6.25,9.97,81.21,10.79,13.2
2009.57192,10.18,82.11,7.67,14.72,82.85,12.21,13.68
2009.599086,8.63,83.32,9.19,13.18,84.41,13.73,14.12
2009.626252,9.53,85.54,10.78,14.08,86.87,15.32,14.56
2009.653419,11.83,85.83,12.45,16.39,87.19,17,15.08
2009.680585,14.59,86.69,14.14,19.1,87.99,18.69,15.68
2009.707751,17.65,87.76,15.65,22.22,89.3,20.21,16.25
2009.734917,17.7,88.45,16.84,22.27,89.97,21.4,16.7
2009.762083,17.44,87.66,17.66,22.01,89.29,22.22,17.02
2009.789249,18.47,87.01,18.12,23.01,88.52,22.69,17.26
2009.816415,19.67,88.37,18.2,24.25,89.99,22.79,17.41
2009.843582,20.06,91.17,17.88,24.65,92.58,22.47,17.39
2009.870748,15.64,88.86,17.18,20.26,89.97,21.79,17.24
2009.897914,17.67,90.26,16.21,22.3,91.5,20.83,16.97
2009.92508,15.63,89.48,15.1,20.23,90.52,19.73,16.67
2009.952246,11.45,87.64,13.93,16.12,88.55,18.58,16.36
2009.979412,15.09,89.16,12.73,19.74,90.13,17.39,16
2010.006579,11.23,88.55,11.51,15.91,89.14,16.19,15.56
2010.033745,10.38,87.33,10.4,15.07,87.58,15.08,15.11
2010.060911,8.2,86,9.64,12.89,86.14,14.33,14.9
2010.088077,5.19,86.04,9.42,9.87,85.99,14.13,15.12
2010.115243,9.25,87.92,9.68,13.97,87.93,14.4,15.7
2010.142409,12.89,88.65,10,17.63,88.78,14.74,16.27
2010.169575,14.6,90.5,9.96,19.36,90.69,14.71,16.42
2010.196742,7.21,87.55,9.5,11.96,87.35,14.27,16.15
2010.223908,7.54,86.71,8.9,12.32,86.59,13.67,15.73
2010.251074,7.19,87.79,8.45,11.98,87.67,13.24,15.53
2010.27824,8.92,86.17,8.27,13.73,85.99,13.07,15.65
2010.305406,8.77,85.05,8.3,13.55,84.76,13.1,16
2010.332572,7.32,85.12,8.47,12.14,84.89,13.28,16.54
2010.359739,7.53,85.4,8.78,12.37,85.41,13.6,17.2
2010.386905,10.66,85.22,9.18,15.48,85.34,13.99,17.88
2010.414071,9.61,83.76,9.54,14.42,83.98,14.35,18.43
2010.441237,9.8,86.01,9.79,14.59,86.51,14.6,18.72
2010.468403,10.67,85.65,9.91,15.49,86.13,14.71,18.68
2010.495569,10.14,84.42,9.92,14.95,84.91,14.72,18.33
2010.522735,8.78,83.6,9.9,13.57,84.29,14.7,17.73
2010.549902,10.38,82.87,9.9,15.16,83.6,14.69,16.93
2010.577068,10.36,83.26,9.94,15.15,84,14.74,16.02
2010.604234,8.9,86.16,10.06,13.7,87.31,14.86,15.04
2010.6314,11.04,86.86,10.31,15.84,88.09,15.11,14.13
2010.658566,8.7,87.89,10.72,13.53,89.15,15.53,13.4
2010.685732,11.73,89.54,11.29,16.54,90.88,16.1,12.9
2010.712899,12.74,90.88,11.93,17.53,92.39,16.75,12.64
2010.740065,12.45,90.39,12.55,17.31,91.65,17.38,12.56
2010.767231,11.95,92.52,13.06,16.76,93.65,17.89,12.62
2010.794397,15.68,92.75,13.3,20.54,94.09,18.14,12.7
2010.821563,14.68,92.79,13.12,19.54,93.86,17.98,12.63
2010.848729,12.95,92.88,12.48,17.78,93.74,17.35,12.35
2010.875895,12.75,89.99,11.48,17.65,91.02,16.36,11.93
2010.903062,8.63,90.85,10.35,13.53,91.49,15.25,11.54
2010.930228,8.75,90.95,9.32,13.67,91.34,14.24,11.34
2010.957394,7.62,89.7,8.48,12.59,89.86,13.41,11.35
2010.98456,9.18,92.02,7.77,14.09,92.15,12.71,11.47
2011.011726,6.53,92.2,7.11,11.5,92.2,12.06,11.57
2011.038892,6.19,94.3,6.48,11.15,94.34,11.42,11.56
2011.066059,6.1,93.24,5.88,11.07,92.95,10.83,11.49
2011.093225,4.95,92,5.34,9.89,91.63,10.3,11.36
2011.120391,4.48,91.88,4.85,9.33,91.49,9.82,11.17
2011.147557,4.86,92.16,4.37,9.87,91.87,9.35,10.91
2011.174723,4.21,93.03,3.84,9.27,92.8,8.84,10.58
2011.201889,4.33,92.92,3.31,9.35,92.46,8.33,10.24
2011.229055,-0.29,93.86,2.87,4.75,93.13,7.91,10.01
2011.256222,3.09,93.23,2.6,8.15,92.67,7.65,9.99
2011.283388,3.56,93.29,2.48,8.6,92.82,7.54,10.17
2011.310554,2.32,92.85,2.53,7.39,92.4,7.6,10.57
2011.33772,-0.27,90.01,2.78,4.81,89.59,7.86,11.18
2011.364886,4.22,88.28,3.27,9.31,87.99,8.35,12.01
2011.392052,4.76,86.06,3.94,9.85,85.92,9.03,12.96
2011.419218,2.97,85.82,4.7,8.07,85.81,9.78,13.88
2011.446385,5.82,83.86,5.42,10.89,84.07,10.5,14.61
2011.473551,8.61,83.93,6.02,13.66,84.38,11.1,15.02
2011.500717,5.87,83.15,6.55,10.97,83.52,11.62,15.14
2011.527883,5.72,81.63,7.2,10.77,82.03,12.27,15.17
2011.555049,6.08,82.5,8.2,11.15,83.34,13.28,15.35
2011.582215,8.61,84.08,9.62,13.69,84.97,14.7,15.78
2011.609382,12.57,84.91,11.25,17.64,85.94,16.33,16.29
2011.636548,13.73,87.28,12.79,18.81,88.55,17.87,16.67
2011.663714,15.82,88.41,14.02,20.92,89.84,19.1,16.76
2011.69088,15.06,90.42,14.98,20.14,91.86,20.06,16.67
2011.718046,13.8,89.26,15.81,18.88,90.63,20.9,16.63
2011.745212,16.52,89.87,16.55,21.64,91.17,21.65,16.73
2011.772378,19.1,90.38,17.05,24.15,91.91,22.15,16.83
2011.799545,20.83,91.82,17.09,25.96,93.52,22.2,16.75
2011.826711,16.16,91.09,16.71,21.23,92.48,21.83,16.53
2011.853877,13.74,90.37,16.18,18.9,91.61,21.32,16.42
2011.881043,14.59,87.34,15.77,19.77,88.36,20.93,16.62
2011.908209,17.44,88.11,15.55,22.64,89.16,20.73,17.16
2011.935375,14.98,86.14,15.45,20.15,87.3,20.64,17.9
2011.962542,15.12,86.26,15.42,20.34,87.14,20.62,18.72
2011.989708,14.29,87.68,15.44,19.49,88.3,20.65,19.56
2012.016828,16.81,84.36,15.49,22.03,84.97,20.7,20.34
2012.04392,15.05,83.88,15.49,20.26,84.31,20.71,20.96
2012.071012,16.7,86,15.36,21.94,86.23,20.59,21.33
2012.098104,14.4,86.22,15.06,19.61,86.53,20.29,21.41
2012.125195,15.73,88.02,14.64,20.99,88.11,19.87,21.26
2012.152287,14.1,88.06,14.18,19.37,88.03,19.42,21.02
2012.179379,12.13,89.58,13.82,17.34,89.54,19.06,20.83
2012.206471,13.25,90.93,13.62,18.46,90.82,18.87,20.81
2012.233563,14.44,89.42,13.56,19.71,89.37,18.83,20.97
2012.260655,13.1,90.11,13.56,18.4,90.09,18.85,21.24
2012.287747,13.61,89.24,13.58,18.93,89.28,18.89,21.58
2012.314839,13.8,89.73,13.59,19.15,89.85,18.91,21.93
2012.341931,13.52,89.64,13.6,18.84,89.83,18.93,22.31
2012.369023,14.05,88.01,13.72,19.39,88.55,19.05,22.76
2012.396115,12,85.14,14.02,17.34,85.63,19.36,23.33
2012.423207,13.52,85.56,14.58,18.87,86.11,19.91,24.02
2012.450299,17.42,85.68,15.37,22.76,86.41,20.71,24.8
2012.477391,15,84.8,16.37,20.31,85.8,21.7,25.58
2012.504482,15.53,84.64,17.56,20.89,85.68,22.89,26.34
2012.531574,19.53,85.46,18.85,24.85,86.83,24.18,26.98
2012.558666,22.18,86.45,20.05,27.52,87.97,25.38,27.33
2012.585758,21.5,87.59,21.06,26.78,89.24,26.38,27.32
2012.61285,22.34,88.56,21.92,27.69,90.48,27.24,27.06
2012.639942,19.66,89.09,22.84,24.98,91.07,28.18,26.83
2012.667034,24.87,90.24,23.99,30.22,92.36,29.33,26.85
2012.694126,24.13,88.59,25.31,29.46,90.66,30.66,27.16
2012.721218,28.37,89.61,26.57,33.74,91.75,31.93,27.57
2012.74831,28.6,91.6,27.52,33.99,93.83,32.87,27.89
2012.775402,29.93,89.9,28,35.27,92.16,33.36,28.01
2012.802494,28.07,88.91,28.05,33.4,91.04,33.43,27.99
2012.829586,27.34,88.36,27.83,32.74,90.54,33.22,27.95
2012.856677,27.96,87.26,27.48,33.35,89.22,32.89,28.04
2012.883769,27.06,86.27,27.09,32.48,88.07,32.52,28.28
2012.910861,25.77,84.91,26.68,31.24,86.62,32.12,28.63
2012.937953,28.34,84.91,26.19,33.84,86.48,31.66,29
2012.965045,24.41,85.52,25.64,29.86,86.77,31.11,29.29
2012.992137,25.67,85.78,25.04,31.16,86.95,30.53,29.51
2013.019282,23.94,84.82,24.47,29.44,85.74,29.96,29.66
2013.046448,23.05,86.71,23.96,28.56,87.5,29.47,29.77
2013.073614,24.7,86.32,23.52,30.2,87.18,29.04,29.82
2013.10078,22.95,85.21,23.16,28.49,86.1,28.68,29.83
2013.127946,21.38,85.99,22.86,26.91,86.35,28.4,29.81
2013.155113,22.99,88.55,22.62,28.53,88.86,28.17,29.78
2013.182279,23.56,89.62,22.35,29.1,90.03,27.92,29.71
2013.209445,21.78,90.06,21.96,27.39,90.49,27.55,29.51
2013.236611,21.8,87.83,21.41,27.32,88.39,27.02,29.18
2013.263777,21.96,90.7,20.76,27.71,91.03,26.37,28.79
2013.290943,17.64,88.35,20.07,23.26,88.56,25.69,28.41
2013.318109,20.09,91.06,19.37,25.71,91.51,25,28.07
2013.345276,20.22,92.21,18.64,25.79,92.84,24.26,27.68
2013.372442,17.68,90.72,17.86,23.33,91.17,23.49,27.23
2013.399608,15.85,89.57,17.17,21.53,89.87,22.79,26.78
2013.426774,15.83,88.11,16.71,21.46,88.49,22.34,26.46
2013.45394,15.42,86.16,16.61,21.02,86.84,22.23,26.31
2013.481106,17.53,84.56,16.87,23.12,85.49,22.49,26.32
2013.508272,15.66,84.81,17.46,21.29,86.03,23.07,26.44
2013.535439,17.45,84.38,18.24,23.05,85.72,23.85,26.54
2013.562605,20.83,86.11,19.06,26.44,87.58,24.68,26.49
2013.589771,21.74,85.31,19.81,27.37,87.1,25.44,26.22
2013.616937,17.81,86.09,20.56,23.45,87.82,26.18,25.82
2013.644103,20.71,86.13,21.44,26.36,88.11,27.06,25.54
2013.671269,22.31,85.85,22.53,27.83,87.99,28.16,25.51
2013.698436,24.26,87.78,23.75,29.97,89.87,29.38,25.73
2013.725602,25.46,89.99,24.94,31.1,91.96,30.58,26.11
2013.752768,26.45,91.65,25.98,32.1,93.77,31.62,26.56
2013.779934,26.5,90.78,26.8,32.14,93.05,32.44,27.06
2013.8071,28.78,89.77,27.3,34.39,92.01,32.95,27.52
2013.834266,28.86,90.74,27.41,34.5,93.16,33.07,27.86
2013.861432,27.4,88.02,27.06,33.07,90.17,32.74,27.98
2013.888599,27.36,87.47,26.32,33.07,89.53,32.02,27.91
2013.915765,26.59,87.55,25.36,32.34,89.49,31.07,27.73
2013.942931,21.36,85.76,24.41,27.07,87.48,30.13,27.62
2013.970097,23.09,86.97,23.67,28.8,88.48,29.39,27.72
2013.997263,24.15,86.05,23.17,29.83,87.31,28.9,28.02
2014.024429,22.15,85.52,22.88,27.9,86.62,28.61,28.43
2014.051596,22.75,85.88,22.77,28.54,86.94,28.51,28.91
2014.078762,21.48,87.41,22.85,27.2,88.29,28.6,29.46
2014.105928,22.35,87.68,23.11,28.12,88.48,28.87,30.07
2014.133094,24.91,88.3,23.41,30.68,89.04,29.17,30.63
2014.16026,24.51,90.21,23.57,30.23,90.91,29.33,30.98
2014.187426,23.59,89.24,23.48,29.36,89.87,29.25,31.07
2014.214592,23.17,89.66,23.1,28.98,90.29,28.9,30.89
2014.241759,23.77,88.79,22.45,29.54,89.57,28.27,30.48
2014.268925,22.11,87.09,21.58,27.97,87.75,27.42,29.89
2014.296091,20.52,86.6,20.59,26.38,87.33,26.45,29.24
2014.323257,18.32,87.45,19.68,24.26,88.47,25.55,28.68
2014.350423,18.46,86.6,19.02,24.31,87.6,24.91,28.39
2014.377589,17.51,87.22,18.72,23.42,88.04,24.62,28.42
2014.404756,18.85,86.06,18.82,24.77,87.01,24.71,28.74
2014.431922,18.06,85.82,19.31,23.94,86.75,25.2,29.32
2014.459088,18.96,83.64,20.16,24.86,85.08,26.05,30.1
2014.486254,20.97,83.72,21.29,26.87,85.46,27.17,30.93
2014.51342,23.58,83.48,22.54,29.46,85.45,28.41,31.67
2014.540586,24.65,84.05,23.79,30.5,85.92,29.66,32.2
2014.567752,22.99,85.54,25,28.86,87.57,30.87,32.49
2014.594919,27.2,87.02,26.18,33.01,89.37,32.04,32.61
2014.622085,27.89,87.79,27.26,33.77,90.41,33.13,32.55
2014.649251,28.7,88.9,28.21,34.6,91.63,34.09,32.35
2014.676417,28.94,90.28,29.04,34.82,93.11,34.92,32.07
2014.703583,30.31,92.75,29.84,36.21,95.59,35.73,31.91
2014.730749,28.58,91.69,30.67,34.48,94.47,36.57,31.97
2014.757915,31.46,91.6,31.44,37.35,94.33,37.35,32.21
2014.785082,35.62,93.58,31.91,41.51,96.44,37.83,32.42
2014.812248,33.98,92.17,31.86,39.94,95.04,37.79,32.38
2014.839414,30.52,92.72,31.37,36.48,95.35,37.33,32.19
2014.86658,30.52,93.12,30.81,36.46,95.68,36.78,32.13
2014.893746,27.14,90.87,30.48,33.15,93.27,36.47,32.49
2014.920912,28.74,88.91,30.43,34.76,91.51,36.44,33.25
2014.948079,36.08,91.73,30.39,42.03,94.08,36.4,34.05
2014.975245,31.34,90.27,30.11,37.46,92.35,36.14,34.63
2015.002411,26.1,88.92,29.71,32.17,90.57,35.75,35.01
2015.029577,28.64,90.52,29.49,34.61,92.21,35.53,35.47
2015.056743,28.65,88.82,29.65,34.68,90.45,35.68,36.18
2015.083909,30.55,91.44,30.11,36.6,93.14,36.14,37.07
2015.111075,30.25,92.57,30.62,36.29,93.99,36.65,37.91
2015.138242,33.58,93.36,30.94,39.57,95.1,36.96,38.46
2015.165408,31.58,91.41,30.97,37.58,93.02,37.01,38.69
2015.192574,29.65,93.31,30.82,35.66,94.79,36.87,38.72
2015.21974,29.92,94.59,30.61,36.05,96.05,36.69,38.72
2015.246906,31.18,94.76,30.43,37.28,96.23,36.53,38.78
2015.274072,30.19,95.04,30.2,36.32,96.36,36.32,38.85
2015.301239,30.78,95.22,29.84,36.87,96.68,35.98,38.83
2015.328405,30.35,93.7,29.41,36.55,95.24,35.56,38.76
2015.355571,27.41,93.85,29.11,33.62,95.48,35.27,38.82
2015.382737,26.19,94.21,29.19,32.33,95.83,35.35,39.2
2015.409903,29.73,95.36,29.75,35.88,97,35.91,39.97
2015.437069,30.58,95.99,30.7,36.74,97.54,36.85,40.97
2015.464235,32.13,95.48,31.83,38.25,97.49,37.98,41.99
2015.491402,33.52,96.92,32.99,39.67,99.28,39.14,42.82
2015.518568,33.25,97.78,34.13,39.43,100.3,40.29,43.43
2015.545734,35.78,97.56,35.27,41.94,100.25,41.44,43.82
2015.5729,36.43,101.76,36.47,42.61,104.49,42.65,44.08
2015.600066,37.58,103.78,37.8,43.79,106.85,43.98,44.33
2015.627232,36.53,103.94,39.26,42.7,106.89,45.44,44.64
2015.654399,43.2,106.19,40.76,49.4,109.5,46.95,44.99
2015.681565,43.35,109.83,42.16,49.53,113.1,48.35,45.31
2015.708731,42.93,107.54,43.35,49.12,110.75,49.54,45.55
2015.735897,44.27,109.91,44.32,50.47,113.13,50.52,45.79
2015.763063,45.57,113.82,45.05,51.75,117.12,51.25,46.03
2015.790229,46.47,114.25,45.42,52.68,117.46,51.63,46.2
2015.817395,48.42,115.32,45.34,54.61,118.57,51.56,46.18
2015.844562,44.61,113.94,44.82,50.87,116.93,51.05,45.99
2015.871728,41.85,112.08,43.99,48.06,115.02,50.23,45.7
2015.898894,45.3,112.71,42.96,51.58,115.54,49.21,45.38
2015.92606,42.9,111.07,41.76,49.15,113.87,48.03,45
2015.953226,39.71,108,40.55,46,110.36,46.82,44.63
2015.980392,38.14,107.22,39.58,44.41,109.52,45.86,44.5
2016.007538,35.56,104.74,39.06,41.83,106.8,45.35,44.75
2016.03463,39.4,106.99,38.98,45.74,109.05,45.28,45.33
2016.061722,41.9,106.35,39.12,48.24,108.39,45.42,46.01
2016.088814,37.47,103.46,39.24,43.71,105.48,45.56,46.56
2016.115906,40.01,101.54,39.28,46.33,103.56,45.6,46.91
2016.142997,39.23,101.66,39.24,45.58,103.75,45.58,47.11
2016.170089,39.39,102.8,39.13,45.79,104.73,45.49,47.2
2016.197181,37.82,102.98,38.9,44.18,104.52,45.27,47.15
2016.224273,41.53,103.03,38.42,47.88,104.65,44.79,46.86
2016.251365,37.81,102.11,37.59,44.16,103.6,43.98,46.28
2016.278457,37.16,101.07,36.48,43.59,102.73,42.89,45.47
2016.305549,34.32,98.47,35.3,40.78,100.28,41.73,44.63
2016.332641,33.45,98.17,34.34,39.92,99.98,40.79,44.05
2016.359733,31.97,97.46,33.86,38.44,99.25,40.32,43.92
2016.386825,31.72,97.47,33.91,38.2,99.36,40.38,44.27
2016.413917,35.32,98.8,34.35,41.73,100.5,40.82,44.9
2016.441009,35.33,97.6,34.9,41.83,99.57,41.37,45.49
2016.468101,36.79,97.27,35.27,43.31,99.59,41.75,45.72
2016.495193,35.73,96.77,35.37,42.18,99.16,41.84,45.46
2016.522284,35.12,94.34,35.25,41.59,96.9,41.72,44.76
2016.549376,35.46,93.28,35.09,41.92,96.22,41.56,43.82
2016.576468,33.8,93.53,35.15,40.27,96.33,41.61,42.91
2016.60356,33.79,93.55,35.64,40.27,96.44,42.11,42.32
2016.630652,34,94.48,36.64,40.45,97.32,43.11,42.16
2016.657744,39.34,95.93,37.91,45.82,99.32,44.38,42.28
2016.684836,41.43,95.96,39.08,47.9,99.4,45.55,42.38
2016.711928,41.84,95.05,39.93,48.31,98.62,46.41,42.32
2016.73902,39.32,95.13,40.53,45.78,98.67,47.01,42.21
2016.766112,38.7,96.3,41.13,45.19,99.69,47.62,42.36
2016.793204,42.33,97.09,41.88,48.8,100.58,48.38,42.94
2016.820296,43.62,95.91,42.69,50.16,99.6,49.21,43.85
2016.847388,43.68,96.83,43.31,50.19,100.23,49.84,44.82
2016.87448,44.86,95.63,43.46,51.43,98.8,50.01,45.54
2016.901571,46.29,95.08,43,52.9,98.17,49.56,45.8
2016.928663,42.17,91.38,41.98,48.75,94.21,48.53,45.58
2016.955755,39.61,90.04,40.6,46.09,92.86,47.16,45.05
2016.982847,39.14,89.49,39.14,45.67,92.07,45.7,44.41
2017.009966,36.94,87.24,37.77,43.54,89.6,44.34,43.8
2017.037133,37.17,88.36,36.55,43.79,90.4,43.14,43.25
2017.064299,34.8,87.91,35.56,41.36,89.71,42.15,42.78
2017.091465,33.46,87.36,34.87,40.08,88.98,41.48,42.51
2017.118631,33.39,90.07,34.57,40.01,91.75,41.2,42.53
2017.145797,34.51,88.39,34.66,41.16,90.14,41.3,42.85
2017.172963,34.47,90.15,35.04,41.14,91.61,41.68,43.41
2017.200129,35.41,92.77,35.53,42.05,94.19,42.17,44.07
2017.227296,36.92,94.69,35.93,43.54,96.08,42.58,44.67
2017.254462,37.43,94.12,36.07,44.05,95.79,42.74,45.07
2017.281628,36.33,92.26,35.86,43.04,94.05,42.55,45.16
2017.308794,36.19,92.45,35.35,42.91,94.38,42.05,45
